0,0
1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
10,A
11,B
12,C
13,D
14,E
15,F
16,G
17,H
18,J
19,K
20,L
21,M
22,N
23,P
24,Q
25,R
26,S
27,T
28,U
29,V
30,W
31,X
32,Y
33,Z
34,云
35,京
36,冀
37,吉
38,宁
39,川
40,新
41,晋
42,桂
43,沪
44,津
45,浙
46,渝
47,湘
48,琼
49,甘
50,皖
51,粤
52,苏
53,蒙
54,藏
55,豫
56,贵
57,赣
58,辽
59,鄂
60,闽
61,陕
62,青
63,鲁
64,黑
